id,mention,cui,start_index,end_index,sentence
15309,tolueen,C0040383,50,57,"Het gaat daarbij onder meer om afval met benzeen, tolueen, kobalt en chroom."
15310,kobalt,C0009148,59,65,"Het gaat daarbij onder meer om afval met benzeen, tolueen, kobalt en chroom."
15311,chroom,C0008574,69,75,"Het gaat daarbij onder meer om afval met benzeen, tolueen, kobalt en chroom."
15312,coccidiose,C0009187,36,46,"Coccidiostatica zijn middelen tegen coccidiose, een darminfectie die de kuikens verzwakt en hun groei benadeelt."
15313,nicarbazine,C0028004,67,78,Narasin wordt ook toegepast in combinatie met het coccidiostaticum nicarbazine.
15314,Clostridium,C0009054,95,106,"In tegenstelling tot nicarbazine heeft narasin ook een antibiotische werking, onder meer tegen Clostridium."
15315,tradescantia,C0997279,74,86,"Bij sommige soorten echter, zoals sommige steppegrassen, enkele granen en tradescantia, blijven ze afhankelijk van de groeiomstandigheden over een grotere lengte levend."
15316,koolhydraat,C0007004,60,71,"De wortelharen zijn omgeven met een door de celwand gevormd koolhydraathoudend slijm, waardoor het contact met de omgeving intensiever verloopt."
15317,naaldhout,C0949848,16,25,"De bladeren van naaldhout bestaan uit naalden, waarbij het verdampingsoppervlak drastisch is teruggebracht."
15318,carcinoom,C0553707,30,39,Ook kunnen bepaalde types van carcinoom zich ontwikkelen uit de littekens en laesies.
15319,antibiotica,C0003232,51,62,De behandeling bestaat uit een zware en langdurige antibioticakuur.
15320,HVRC,C0037778,79,83,In 1993 werd ze lid van de Huisarts en Verpleeghuisarts Registratie Commissie (HVRC) als vertegenwoordiger van de NVAA.
15321,bipolaire stoornis,C0236780,113,131,"Verschillende lithiumzouten worden gebruikt als stemmingsstabilisator, vooral bij de medische behandeling van de bipolaire stoornis."
15322,antipsychotica,C0040615,52,66,"In het beginstadium wordt het vaak gecombineerd met antipsychotica, omdat het effect soms even op zich laat wachten."
15323,depressie,C0154409,62,71,Lithium heeft meer effect bij het voorkomen van manie dan van depressie.
15324,koorts,C0085594,114,120,"De spiegel moet gecontroleerd worden omdat deze kan wijzigen bij een veranderde vochtbalans, zoals bij warm weer, koorts en diarree met uitdroging."
15325,diarree,C0011991,124,131,"De spiegel moet gecontroleerd worden omdat deze kan wijzigen bij een veranderde vochtbalans, zoals bij warm weer, koorts en diarree met uitdroging."
15326,diabetes insipidus,C0011848,92,110,"Wanneer het urineren te erg wordt, is medische aandacht nodig om te voorkomen dat er renale diabetes insipidus ontstaat."
15327,schildklier,C0040132,63,74,Lithiumcarbonaat kan de oorzaak zijn van een te traag werkende schildklier (hypothyreoïdie).
15328,hypothyreoïdie,C0020676,76,90,Lithiumcarbonaat kan de oorzaak zijn van een te traag werkende schildklier (hypothyreoïdie).
15329,tangverlossing,C0028771,53,67,"Smellie beschreef de bevalling, ontwierp tangen voor tangverlossingen, en ontwierp ook een manier om het hoofd van de baby geboren te doen worden bij een stuitligging."
15330,stuitligging,C0006157,154,166,"Smellie beschreef de bevalling, ontwierp tangen voor tangverlossingen, en ontwierp ook een manier om het hoofd van de baby geboren te doen worden bij een stuitligging."
15331,metabolisme,C0025519,46,57,Hij deed er onderzoek naar de werking van het metabolisme.
15332,zenuwprikkeloverdracht,C0027763,22,44,Hij bestudeerde er de zenuwprikkeloverdracht.
15333,farmacologie,C0031330,47,59,Later doceerde hij er eveneens cursussen in de farmacologie en de radiobiologie.
15334,radiobiologie,C0034558,66,79,Later doceerde hij er eveneens cursussen in de farmacologie en de radiobiologie.
15335,kalium,C0032821,61,67,Hij bestudeerde de prikkeling van de zenuwen door middel van kaliumionen.
15336,ioniserende straling,C0034538,151,171,Terwijl hij onderzoek deed op chemische signalisatie in zenuwimpulsen ontdekte hij chemische processen die stralingswerende eigenschappen hebben tegen ioniserende straling.
15337,bekkenbodem,C0206248,55,66,De onderkant van de buikholte wordt afgesloten door de bekkenbodem.
15338,ventrikels,C0016520,41,51,Tevens treedt er een vergroting van alle ventrikels op.
15339,vaccinatie,C0042196,7,17,Ook is vaccinatie mogelijk.
15340,long,C0024109,13,17,"Het helpt de longen te vergroten tijdens diepe inspiratie, hoewel de rol niet zo belangrijk is als de recessus costodiaphragmaticus, die meer volume heeft."
15341,recessus costodiaphragmaticus,C0230151,102,131,"Het helpt de longen te vergroten tijdens diepe inspiratie, hoewel de rol niet zo belangrijk is als de recessus costodiaphragmaticus, die meer volume heeft."
15342,linkerlong,C0225730,91,101,De recessus costamediastinalis is het duidelijkst zichtbaar in de cardiale inkeping van de linkerlong.
15343,slapeloosheid,C0917801,65,78,De voornaamste toepassing van Lormetazepam is het behandelen van slapeloosheid.
15344,ataxie,C0751837,18,24,"De symptomen zijn ataxie, spierverzwakking, vernauwing van het gezichtsveld en aantasting van het gehoor en het spraakvermogen."
15345,zenuwstelsel,C0027763,29,41,Daardoor beschadigt kwik het zenuwstelsel.
15346,diarree,C0011991,22,29,Dysbacteriose kan tot diarree leiden.
15347,Misselijkheid,C0027497,0,13,Misselijkheid en overgeven kunnen eveneens voorkomen.
15348,Eerste Wereldoorlog,C1449759,47,66,Als gevolg daarvan was aan de vooravond van de Eerste Wereldoorlog (1914) 38% van de totale wereldbevolking van Europese afkomst.
15349,racistisch,C0205905,86,96,Er is een maatschappelijke discussie over ontstaan of het gebruik van de term 'blank' racistisch is en daarom beter kan worden vervangen door de term 'wit'.
15350,cytoplasma,C0010834,50,60,De intracellulaire amastigoten kunnen zich in het cytoplasma van de gastheercellen door deling vermeerderen en na omvorming in trypomastigoten de gastheercellen kapotmaken.
15351,mechanische beschadiging,C0038442,60,84,De plant maakt de verbinding als hij wordt blootgesteld aan mechanische beschadiging.
15352,redoxreactie,C0030012,52,64,Fotosynthese bestaat uit een keten van biochemische redoxreacties die grotendeels plaatsvinden in het stroma.
15353,Mesothelioom,C0345967,0,12,"Mesothelioom zijn woekerende mesotheelcellen, vooral bekend van longvlieskanker die wordt veroorzaakt door jarenlange blootstelling aan asbest."
15354,asbest,C0003947,136,142,"Mesothelioom zijn woekerende mesotheelcellen, vooral bekend van longvlieskanker die wordt veroorzaakt door jarenlange blootstelling aan asbest."
15355,Franse Revolutie,C1449767,20,36,"In 1796, tijdens de Franse Revolutie, werd de abdij opgeheven, de bezittingen verkocht en de gebouwen afgebroken; enkel de 16e-eeuwse toren bleef over."
15356,Eerste Wereldoorlog,C1449759,101,120,Het gesticht kwam er onder impuls van Camille Delaere en was vooral bestemd voor oorlogswezen uit de Eerste Wereldoorlog.
15357,slikken,C0011167,40,47,"Keelpijn manifesteert zich vaak bij het slikken en kenmerkt zich door een aanhoudend droog, ""rauw"" en pijnlijk gevoel in de keel."
15358,abdomen,C0000726,6,13,In de abdomen (buik) splitst deze slagader dan af in de beenslagaders.
15359,slagader,C0003842,34,42,In de abdomen (buik) splitst deze slagader dan af in de beenslagaders.
15360,aorta abdominalis,C0003484,22,39,"Het tweede deel is de aorta abdominalis (buikaorta), het deel onder het middenrif tot aan de splitsing in de beenslagaders."
15361,depressies,C0154409,7,17,De aan depressies lijdende Borland pleegde in april 1999 zelfmoord.
15362,zelfmoord,C0038661,57,66,De aan depressies lijdende Borland pleegde in april 1999 zelfmoord.
15363,weefsels,C0040300,79,87,"Ze nemen water op en vormen zo een slijmerige gel, die voor de bescherming van weefsels kan dienen."
15364,chloorhexidine,C0008196,88,102,Omdat Zendium geen SLS of andere schuimmiddelen bevat kan het samen gebruikt worden met chloorhexidine.
15365,ontleedkunde,C0002808,78,90,In 1845 werd hij docent in de ziektekundige en de bijzondere of beschrijvende ontleedkunde aan dat rijkshospitaal en de rijks-kweekschool voor militaire geneeskundigen in die plaats.
15366,kanker,C0006826,93,99,"Op negenjarige leeftijd verloor Humphrey Ludwig zijn vader, die overleed aan de gevolgen van kanker."
15367,klaplong,C0149781,71,79,"De patiëntencategorie is heel uitgebreid, van een gebroken arm tot een klaplong, waardoor een bepaalde mate van inzicht een vereiste is."
15368,amine,C0002508,33,38,Deze carbonaatester reageert met amines en geeft zo N-tert-butoxycarbonyl- of zogenaamde t-BOC-derivaten.
15369,zoutzuur,C0020259,24,32,Dit is ook mogelijk met zoutzuur in methanol of met kaliumcarbonaat in methanol bij kamertemperatuur.
15370,methanol,C0001963,36,44,Dit is ook mogelijk met zoutzuur in methanol of met kaliumcarbonaat in methanol bij kamertemperatuur.
15371,kaliumcarbonaat,C0071755,52,67,Dit is ook mogelijk met zoutzuur in methanol of met kaliumcarbonaat in methanol bij kamertemperatuur.
15372,depressieve,C0154409,19,30,Vincent maakte een depressieve periode door.
15373,syfilis,C0039128,17,24,Bovendien was er syfilis bij hem geconstateerd.
15374,tinnitus,C0040264,76,84,Vaker wordt beweerd dat Van Gogh zelf een stuk van zijn oor sneed en dat de tinnitus waaraan hij leed hier de aanleiding toe was.
15375,oorlel,C0229315,49,55,Lange tijd werd gedacht dat Van Gogh alleen zijn oorlel afsneed.
15376,hart,C0018787,24,28,"Hij wilde zich door het hart schieten, maar miste."
15377,inwendige bloeding,C1390214,39,57,"Daardoor stierf hij pas op 29 juli aan inwendige bloedingen, met Theo aan zijn zijde."
15378,zelfmoord,C0038661,121,130,"Dit betreft veranderingen in gedrag en stemming, slaapproblemen, angsten, agressief gedrag of vijandigheid, depressie en zelfmoord-neigingen."
15379,verestering,C0014895,74,85,"De naalden daarvan bevatten de stof 10-deacetyl-baccatine III, waaruit na verestering docetaxel wordt verkregen."
15380,borstkanker,C0006142,60,71,"Docetaxel wordt onder andere ingezet bij de behandeling van borstkanker, longkanker (niet-kleincellig longcarcinoom), maagkanker en prostaatkanker."
15381,longkanker,C0153492,73,83,"Docetaxel wordt onder andere ingezet bij de behandeling van borstkanker, longkanker (niet-kleincellig longcarcinoom), maagkanker en prostaatkanker."
15382,maagkanker,C0153423,118,128,"Docetaxel wordt onder andere ingezet bij de behandeling van borstkanker, longkanker (niet-kleincellig longcarcinoom), maagkanker en prostaatkanker."
15383,prostaatkanker,C0376358,132,146,"Docetaxel wordt onder andere ingezet bij de behandeling van borstkanker, longkanker (niet-kleincellig longcarcinoom), maagkanker en prostaatkanker."
15384,metformine,C0025598,41,51,Het wordt ook gebruikt in combinatie met metformine wanneer metformine alleen onvoldoende effect heeft.
15385,sulfonylureum,C0038766,40,53,Dit is vergelijkbaar met de werking van sulfonylureumderivaten zoals glimepiride.
15386,glimepiride,C0061323,69,80,Dit is vergelijkbaar met de werking van sulfonylureumderivaten zoals glimepiride.
15387,astma,C3714497,132,137,Deze verpleegkundige heeft dezelfde taken als een kinderlongverpleegkundige alleen houdt deze verpleegkundige zich alleen bezig met astma bij kinderen.
15388,stoma's,C1955856,61,68,Een MDL-verpleegkundige geeft meestal geen voorlichting over stoma's.
15389,hartritmestoornis,C0340464,4,21,Ook hartritmestoornissen kunnen als gevolg van myocarditis optreden.
15390,zoönose,C0043528,37,44,"Hier hield hij zich vooral bezig met zoönosen, infectieziekten die kunnen worden overgedragen van dier op mens."
15391,placenta,C0032043,76,84,De alcohol die de moeder gebruikt komt in haar bloedsomloop en wordt via de placenta doorgegeven aan de baby.
15392,miskraam,C0000822,65,73,Het syndroom leidt bij 70 procent van de zwangerschappen tot een miskraam.
15393,fobie,C0349231,49,54,Bovendien zijn ze geschikter voor mensen met een fobie of allergie voor honden.
15394,allergie,C1690571,58,66,Bovendien zijn ze geschikter voor mensen met een fobie of allergie voor honden.
15395,progesteron,C0033308,20,31,"Het is afgeleid van progesteron via 17α-hydroxylase, een P450c17-enzym, of van 17α-hydroxypregnenolone via 3β-hydroxysteroïd dehydrogenase/Δ5-4-isomerase."
15396,glycolyse,C0017952,89,98,"Het katalyseert de belangrijkste reactie in de hexosemonofosfaatshunt, een zijtak van de glycolyse, waarin NADPH gevormd wordt."
15397,NADPH,C0027270,107,112,"Het katalyseert de belangrijkste reactie in de hexosemonofosfaatshunt, een zijtak van de glycolyse, waarin NADPH gevormd wordt."
15398,tekort,C2939465,4,10,Een tekort aan G6PD kan leiden tot een aanhoudende vorm van geelzucht bij een pasgeborene.
15399,geelzucht,C0242183,60,69,Een tekort aan G6PD kan leiden tot een aanhoudende vorm van geelzucht bij een pasgeborene.
15400,bloedarmoede,C0162119,23,35,Ook kan het leiden tot bloedarmoede als gevolg van plotselinge heftige afbraak van rode bloedcellen.
15401,tuinbonen,C0330788,100,109,"Dit kan uitgelokt worden door het gebruik van bepaalde medicijnen of voedingsmiddelen (bijvoorbeeld tuinbonen, dit wordt favisme genoemd)."
15402,favisme,C2939465,121,128,"Dit kan uitgelokt worden door het gebruik van bepaalde medicijnen of voedingsmiddelen (bijvoorbeeld tuinbonen, dit wordt favisme genoemd)."
15403,bekken,C0030797,57,63,"De beste plaats om het bot aan te prikken is de bovenste bekkenkam (Spina Illiaca Posterior Superior), soms wordt ook het borstbeen (sternum) gekozen."
15404,borstbeen,C0038293,122,131,"De beste plaats om het bot aan te prikken is de bovenste bekkenkam (Spina Illiaca Posterior Superior), soms wordt ook het borstbeen (sternum) gekozen."
15405,midazolam,C0026056,67,76,"Soms wordt daarom een licht sederend middel gebruikt (bijvoorbeeld midazolam, bekend als het roesje)."
15406,pijnstiller,C0002771,45,56,Het wordt gebruikt als krachtige narcotische pijnstiller.
15407,methadon,C0025605,37,45,Buprenorfine is een alternatief voor methadon.
15408,stengel,C0242767,131,138,"De plant wordt 20 tot 100 cm hoog en heeft een vrij dikke, gegroefde, dicht behaarde, ruwe, rechtopgaande, aan de voet roodachtige stengel met korte haartjes."
15409,medicinale doeleinden,C0242388,25,46,De soort raakte als voor medicinale doeleinden gekweekte plant over een groot deel van de wereld verspreid.
15410,migraine,C0149931,48,56,Verder wordt de plant gebruikt als middel tegen migraine.
15411,Schistosomiasis,C0036323,87,102,"Onderzoek heeft in 2016 aangetoond dat de plant ook effectief is in de behandeling van Schistosomiasis, een ziekte die ontstaat door infectie met de Schistosoma worm."
15412,blad,C0242724,47,51,"De driehoekig, vrij smal gelobde, vlakke wortelbladeren met 13-21 spitse tanden scheiden aan hun bladrand waterdruppeltjes af, die vervolgens in het midden van het blad worden opgevangen."
15413,chronische pijn,C0150055,31,46,Vele patiënten hebben last van chronische pijn ter hoogte van de nieren.
15414,donorafstoting,C0018129,119,133,Ondanks de rapportage van veelbelovende resultaten wordt het succes van deze behandeling beperkt door hoge percentages donorafstoting graft-failure en sterfte.
15415,Staphylococcus aureus,C0038172,93,114,De meest voorkomende bacteriële infectie van de luchtpijp wordt veroorzaakt door de bacterie Staphylococcus aureus.
15416,shock,C0036974,72,77,"Als de infectie door bacteriën wordt veroorzaakt, kan de patiënt in een shocktoestand raken door de giftige stoffen die de bacteriën afgeven."
15417,longontsteking,C0032285,8,22,Ook een longontsteking kan een complicatie bij tracheïtis zijn.
15418,ruggenprik,C0002928,18,28,Het wordt ook wel ruggenprik genoemd.
15419,bloeddruk,C0005823,32,41,"Is dat het geval, dan wordt een bloeddrukverhogend middel ingespoten."
15420,stollingsziekten,C0005779,75,91,"Bij bepaalde rugproblemen (vergroeiingen tussen wervels bijvoorbeeld), bij stollingsziekten, koorts of een bekende allergie tegen de verdovende producten, mag een epidurale analgesie niet worden toegepast."
15421,koorts,C0085594,93,99,"Bij bepaalde rugproblemen (vergroeiingen tussen wervels bijvoorbeeld), bij stollingsziekten, koorts of een bekende allergie tegen de verdovende producten, mag een epidurale analgesie niet worden toegepast."
15422,allergie,C1690571,115,123,"Bij bepaalde rugproblemen (vergroeiingen tussen wervels bijvoorbeeld), bij stollingsziekten, koorts of een bekende allergie tegen de verdovende producten, mag een epidurale analgesie niet worden toegepast."
15423,bloeddruk,C0005823,95,104,"Het inbrengen van een epiduraal katheter in de rug kan complicaties geven: infectie, bloeding, bloeddrukdaling, koorts/verhoging en hoofdpijn."
15424,koorts,C0085594,112,118,"Het inbrengen van een epiduraal katheter in de rug kan complicaties geven: infectie, bloeding, bloeddrukdaling, koorts/verhoging en hoofdpijn."
15425,hoofdpijn,C0018681,132,141,"Het inbrengen van een epiduraal katheter in de rug kan complicaties geven: infectie, bloeding, bloeddrukdaling, koorts/verhoging en hoofdpijn."
15426,pethidine,C0025376,33,42,Alternatieven zijn injecties met pethidine met tussenpozen of een door de zwangere zelf te bedienen pijnpomp (PCA-pomp) die dan meestal remifentanil (een ultrakortwerkend opiaat) bevat en vrijwel continu te gebruiken is.
15427,remifentanil,C0246631,136,148,Alternatieven zijn injecties met pethidine met tussenpozen of een door de zwangere zelf te bedienen pijnpomp (PCA-pomp) die dan meestal remifentanil (een ultrakortwerkend opiaat) bevat en vrijwel continu te gebruiken is.
15428,arteriole,C0003847,61,70,De middelste laag is erg dun in vergelijking met die van een arteriole.
15429,nervus mandibularis,C0024695,42,61,"De zenuw ontstaat als twee wortels van de nervus mandibularis, een tak van de nervus trigeminus."
15430,nervus trigeminus,C0040996,78,95,"De zenuw ontstaat als twee wortels van de nervus mandibularis, een tak van de nervus trigeminus."
15431,zenuwstelsel,C0027763,76,88,"De nervus auriculotemporalis, als onderdeel van het uitgebreide trigeminale zenuwstelsel, illustreert de complexiteit en de nauwe samenhang van de zenuwstructuren in het menselijk lichaam."
15432,necrose,C0027540,45,52,In het beginstadium ontstaat een avasculaire necrose van de kop: door de afwezigheid van bloedvaten sterft de heupkop in zijn volledigheid af.
15433,bloedstolling,C0005778,32,45,Vaak wordt een verstoring in de bloedstolling als oorzaak aangewezen.
15434,weefsel,C0040300,68,75,"Eerst ontwikkelt zich het septum primum, een halvemaanvormig stukje weefsel, dat de eerste scheiding tussen linker en rechterboezem gaat vormen."
15435,foramen ovale,C0016521,71,84,"Terwijl het septum secundum groeit blijft een smalle opening open, het foramen ovale zodat het bloed van rechts naar links kan blijven stromen."
15436,foramen ovale,C0016521,26,39,Dit wordt de klep van het foramen ovale genoemd.
15437,adrenaline,C0014563,54,64,In 1904 werd gestart met de productie van synthetisch adrenaline.
15438,cellofaan,C0007633,43,52,In 1925 begon Hoechst met de productie van cellofaan verpakkingsfolie.
15439,foton,C0086805,42,47,De fotosynthetisch actieve straling omvat fotonen met verschillende hoeveelheden energie.
15440,verhing Salling zichzelf,C0038661,75,99,"In deze zaak zou in maart 2018 uitspraak worden gedaan, maar voor die tijd verhing Salling zichzelf."
15441,mineralen,C0026162,30,39,Winkler catalogiseerde ook de mineralencollectie van het museum.
15442,immuunsysteem,C0020962,76,89,De gemeenschappelijkheid hierin is de koude ervaring en het sterken van het immuunsysteem.
15443,SOA,C0036916,39,42,Orchitis wordt veelal veroorzaakt door SOA's als chlamydia en gonorroe.
15444,chlamydia,C0008149,49,58,Orchitis wordt veelal veroorzaakt door SOA's als chlamydia en gonorroe.
15445,gonorroe,C0018081,62,70,Orchitis wordt veelal veroorzaakt door SOA's als chlamydia en gonorroe.
15446,bof,C0026780,25,28,Bij het doormaken van de bof door jongens vanaf de puberteit is orchitis een veel geziene complicatie.
15447,(werk)diagnose,C0028684,74,88,"Het is de taak van deze verpleegkundige om de patiënt te onderzoeken, een (werk)diagnose te stellen en de patiënt volgens protocol te behandelen."
15448,haar,C0423866,43,47,Het product is meestal geparfumeerd om het haar een aangename geur te geven.
15449,capsaïcine,C0731914,71,81,Deze laatste is een van de sterkste pepers te wereld: de werkzame stof capsaïcine moet 300.000 keer verdund worden voordat de peper niet meer als scherp te herkennen is.
15450,zwarte peper,C0453397,59,71,Zij waren eigenlijk op zoek naar een alternatieve bron van zwarte peper - vandaar dat Colombus de naam Pimiento (‘zwarte peper’) aan de plant gaf.
15451,endorfinen,C0014242,41,51,Als reactie hierop worden in de hersenen endorfinen afgescheiden om de pijn van deze vermeende ‘brandwond’ minder te voelen.
15452,zweten,C0038984,70,76,De eter kan (afhankelijk van de dosis) een rode kleur krijgen en gaan zweten om de ‘hitte’ kwijt te raken.
15453,stoelgang,C0011135,28,37,Ook kan de hitte tijdens de stoelgang worden gevoeld.
15454,epidermis,C0014520,40,49,"Wel kunnen deze door het barsten van de epidermis van de zaadlijsten in aanraking komen met de capsaïcinen, maar strikt genomen zijn de zaadjes van een peper neutraal van smaak."
15455,melk,C0026131,45,49,"Als het te pikant wordt, dan is bijvoorbeeld melk een middel om de smaak te dempen."
15456,peperkorrels,C0453397,30,42,Overigens bestaan er ook rode peperkorrels van de rijpe zwarte peper (Piper nigrum).
15457,zwarte peper,C0453397,56,68,Overigens bestaan er ook rode peperkorrels van de rijpe zwarte peper (Piper nigrum).
15458,rvs,C0038126,26,29,Harde staalsoorten (zoals rvs) blijven langer scherp maar zijn moeilijker scherp te houden.
15459,filter,C0016107,51,57,Dit beleid was er opgericht om te voorkomen dat de filtersystemen van de zwembaden zouden verstoppen met vuil en vezels van de zwempakken.
15460,malaria,C0024530,52,59,Hij besmette in totaal ongeveer 1200 gevangenen met malaria om vervolgens de werking van synthetische anti-malariamedicijnen te bestuderen.
15461,anorexia nervosa,C0003125,37,53,"Caro leed sinds haar 13e ernstig aan anorexia nervosa, naar eigen zeggen als gevolg van een ""moeilijke jeugd""."
15462,operante conditionering,C0009651,103,126,Bijzonder is dat hij als psychiater experimenteel-psychologisch onderzoek deed en nog steeds doet rond operante conditionering.
15463,prostitutie,C0033595,43,54,"Echter, het waren toen ook trefpunten voor prostitutie."
15464,vloeizuur,C0020274,25,34,Hierbij wordt onder meer vloeizuur gevormd.
15465,allergeen,C0002092,34,43,"Methylchloorisothiazolinon is een allergeen voor 1,7% van de gebruikers."
15466,eczeem-achtige,C0013595,79,93,Een gemeenschappelijke indicatie van de aangetroffen allergische reacties zijn eczeem-achtige verschijnselen op de handen en polsen.
15467,aluminium,C0002367,56,65,"Anorganische fosfaatbinders zijn metaalverbindingen met aluminium, lanthaan, calcium, magnesium en/of ijzer."
15468,lanthaan,C0023031,67,75,"Anorganische fosfaatbinders zijn metaalverbindingen met aluminium, lanthaan, calcium, magnesium en/of ijzer."
15469,calcium,C0006675,77,84,"Anorganische fosfaatbinders zijn metaalverbindingen met aluminium, lanthaan, calcium, magnesium en/of ijzer."
15470,magnesium,C0024467,86,95,"Anorganische fosfaatbinders zijn metaalverbindingen met aluminium, lanthaan, calcium, magnesium en/of ijzer."
15471,ijzer,C0302583,102,107,"Anorganische fosfaatbinders zijn metaalverbindingen met aluminium, lanthaan, calcium, magnesium en/of ijzer."
15472,lever,C0023884,16,21,Dit wordt in de lever en het bloedplasma gesplitst door hydrolyse in het werkzame dabigatran.
15473,bloedplasma,C0032105,29,40,Dit wordt in de lever en het bloedplasma gesplitst door hydrolyse in het werkzame dabigatran.
15474,hydrolyse,C0020291,56,65,Dit wordt in de lever en het bloedplasma gesplitst door hydrolyse in het werkzame dabigatran.
15475,bloedplasma,C0032105,21,32,Het is actief in het bloedplasma.
15476,anemie,C0162119,49,55,Vaak voorkomende bijwerkingen zijn bloedingen en anemie.
15477,hartinfarct,C0027051,58,69,Er zijn inmiddels ook aanwijzingen op een grotere kans op hartinfarct.
15478,apixaban,C1831808,24,32,"Het betreft de middelen apixaban (Eliquis), dabigatran etexilaat (Pradaxa) en rivaroxaban (Xarelto)."
15479,rivaroxaban,C1739768,78,89,"Het betreft de middelen apixaban (Eliquis), dabigatran etexilaat (Pradaxa) en rivaroxaban (Xarelto)."
15480,fosgeen,C0031591,43,50,"Een alternatieve methode is de reactie met fosgeen:

Deze reacties hebben een hogere omzettingsgraad en betere selectiviteit."
15481,ademhalingswegen,C0035237,70,86,Inademing van het gas of de damp of inslikken van de vloeistof kan de ademhalingswegen of het spijsverteringskanaal beschadigen.
15482,spijsverteringskanaal,C0017189,94,115,Inademing van het gas of de damp of inslikken van de vloeistof kan de ademhalingswegen of het spijsverteringskanaal beschadigen.
15483,maïs,C0010028,9,13,Op jonge maïsplanten wordt het verspoten om de productie van maïszaden te stimuleren.
15484,neusholte,C1280672,110,119,Dat zijn met lucht gevulde holten in de schedel die middels een dun kanaaltje in open verbinding staan met de neusholte.
15485,puberteit,C0034011,81,90,Ze ontstaan pas rond het zevende levensjaar en zijn voltooid aan het eind van de puberteit.
15486,proline,C0033382,55,62,Chemisch is de structuur van kaïnezuur ook verwant aan proline.
15487,bad,C0150141,38,41,Ze zijn gemakkelijk bereikbaar en het bad kan eenvoudig genomen worden.
15488,bloedvat,C0005847,124,132,"Een ashiyu heeft de eigenschap om niet alleen de voeten te verwarmen, maar daarmee ook de rest van het lichaam omdat het de bloedvaten verwijd en zorgt voor een goede doorbloeding."
15489,hart,C0007226,138,142,In Japan zou een gezondheidsonderzoek hebben uitgewezen dat het regelmatig nemen van een ashiyu heilzaam is voor het functioneren van het hart.
15490,Franse Revolutie,C1449767,72,88,"Het begijnhof Saint-Nicolas, vlakbij, sloot zich daarbij aan tijdens de Franse Revolutie."
15491,slapeloosheid,C0917801,79,92,Het middel wordt voornamelijk voorgeschreven voor een tijdelijke oplossing van slapeloosheid.
15492,melanine,C0025196,176,184,"Wanneer dit mengsel op de haren wordt aangebracht ontstaat een chemische reactie, die het haar doet opzwellen, waardoor de kleurstoffen kunnen indringen in het haar en daar de melanine oplichten en opnemen."
15493,allergische,C1690571,44,55,Dit kan bij sommige mensen huidirritatie of allergische reacties veroorzaken.
15494,tuberculose,C0041296,21,32,In 1846 kreeg Kneipp tuberculose.
15495,intraveneuze injectie,C0021494,19,40,Toediening is door intraveneuze injectie (gewoonlijk ongeveer een half uur vóór chemotherapie) of als tablet.
15496,smaakpapil,C0039337,48,58,"De chorda tympani vervoert de informatie van de smaakpapillen in het voorste twee derde deel van de tong, naar het smaakcentrum in het brein."
15497,depressies,C0154409,37,47,"Zowel hij als zijn vrouw kampten met depressies, maar bleven ondanks alle problemen toch samen."
15498,enzym,C0014442,4,9,Dit enzym zet 11-deoxycortisol om in cortisol.
15499,ACTH-gehalte,C0001655,94,106,"Indien er sprake is van een intacte hypothalamus-hypofyse-bijnieras, zal een stijging van het ACTH-gehalte plaatsvinden gevolgd door een stijging van het gehalte 11-deoxycortisol."
15500,dyslexie,C0920296,20,28,Het is een vorm van dyslexie.
15501,bekkenbodem,C0206248,43,54,De inwendige spieren rondom de vagina – de bekkenbodemspieren – worden ritmisch samengetrokken.
15502,Kegeloefeningen,C0262718,100,115,"Deze spiergroep kan men sterker maken door ze regelmatig te trainen, bijvoorbeeld door de zogeheten Kegeloefeningen."
15503,glycerine,C0017861,46,55,"Het kan beschouwd worden als een derivaat van glycerine, waarin een van de twee buitenste OH-groepen is vervangen door een SH-groep."
15504,druk,C0021888,110,114,"Het wordt vooral gebruikt in oogdruppels of ooggel voor de behandeling van aandoeningen waarbij een verhoogde druk in het oog voorkomt, zoals glaucoom; het verlaagt de druk in het oog."
15505,glaucoom,C0017601,142,150,"Het wordt vooral gebruikt in oogdruppels of ooggel voor de behandeling van aandoeningen waarbij een verhoogde druk in het oog voorkomt, zoals glaucoom; het verlaagt de druk in het oog."
15506,hoge bloeddruk,C0497247,50,64,Deze wordt voorgeschreven voor de behandeling van hoge bloeddruk en stabiele angina pectoris.
15507,angina pectoris,C0002962,77,92,Deze wordt voorgeschreven voor de behandeling van hoge bloeddruk en stabiele angina pectoris.
15508,epilepsie,C0014544,57,66,Medicijnen die T-kanalen blokkeren worden gebruikt tegen epilepsie.
15509,membraanpotentiaal,C0025251,52,70,De meeste calciumkanalen worden gereguleerd door de membraanpotentiaal van de cel.
15510,membraanpotentiaal,C0025251,69,87,De kans dat een natriumkanaal open gaat wordt snel groter wanneer de membraanpotentiaal een bepaalde drempelwaarde overstijgt.
15511,calcium,C0006675,32,39,"De daarop volgende instroom van calcium-ionen beweegt de cel er toe een bepaalde taak uit te voeren, zoals de samentrekking van de spiercel."
15512,spiercel,C0596981,131,139,"De daarop volgende instroom van calcium-ionen beweegt de cel er toe een bepaalde taak uit te voeren, zoals de samentrekking van de spiercel."
15513,Aconitine,C0001159,8,17,"De stof Aconitine houdt juist de natriumkanalen open, met ernstige gevolgen."
