id,mention,cui,start_index,end_index,sentence
19954,Interne geneeskunde,C0021782,36,55,"Taussig wilde zich specialiseren in Interne geneeskunde, maar er was maar een positie beschikbaar voor een vrouw op dat gebied en die was al bezet, daarom besloot ze zich te specialiseren in kindergeneeskunde en kwam terecht in de kindercardiologie, een vakgebied dat nog in de kinderschoenen stond."
19956,pulmonalisstenose,C1956257,72,89,In 1945 was deze operatie uitgevoerd bij in totaal drie zuigelingen met pulmonalisstenose en pulmonalisatresie.
19957,pulmonalisatresie,C0242855,93,110,In 1945 was deze operatie uitgevoerd bij in totaal drie zuigelingen met pulmonalisstenose en pulmonalisatresie.
19973,astrocyten,C0004112,74,84,Toch is er een nauwe metabole interactie tussen gliacellen in de vorm van astrocyten en neuronen om de cellulaire functionaliteit te behouden.
19974,thymine,C0040087,68,75,Daarnaast wordt methylmalonzuur gevormd tijdens het katabolisme van thymine.
19983,fotobionts,C0023657,4,14,Hun fotobionts zijn groene algen van de soort Trebouxia simplex.
19985,schade,C3203533,60,66,Ook onderzoekt traumaseksuologie de mogelijkheden om van de schade door seksueel misbruik volledig te herstellen.
19989,abdominale,C0000726,103,113,"Het komt bij het afbreken van de darmwand in de buikholte terecht, waar het mede voor het ontstaan van abdominale of pelvische abcessen zorgt."
19990,pelvische,C0030797,117,126,"Het komt bij het afbreken van de darmwand in de buikholte terecht, waar het mede voor het ontstaan van abdominale of pelvische abcessen zorgt."
20008,gliomen,C0555198,37,44,"Vanwege het feit dat gliale tumoren (gliomen) alleen al verantwoordelijk zijn voor bijna 40 procent van deze tumoren, kan eerst onderscheid worden gemaakt tussen gliomen en niet-gliale tumoren."
20009,Embryonale tumoren,C0205851,0,18,Embryonale tumoren overheersen bij zuigelingen en jonge kinderen.
20010,glioblastoom,C0017636,61,73,"De meest voorkomende kwaadaardige intracraniële CZS-tumor is glioblastoom, de meest voorkomende goedaardige is meningeoom."
20011,meningeoom,C0025286,111,121,"De meest voorkomende kwaadaardige intracraniële CZS-tumor is glioblastoom, de meest voorkomende goedaardige is meningeoom."
20012,vinylchloride,C0042684,44,57,In sommige onderzoeken is blootstelling aan vinylchloride in verband gebracht met een verhoogde incidentie van hooggradig glioom.
20022,het humaan immunodeficiëntievirus,C0019682,247,280,"Patiënten met een verzwakt immuunsysteem lopen een groter risico op het ontwikkelen van CZS-lymfoom, dus degenen die een orgaantransplantatie hebben ondergaan, hebben een aangeboren immunodeficiëntie of auto-immuunziekte, of zijn geïnfecteerd met het humaan immunodeficiëntievirus."
20027,comorbiditeiten,C0009488,86,101,"Hoewel is aangetoond dat mannen meer risico lopen op deze infectie dan vrouwen, geven comorbiditeiten zoals alcoholische cirrose en ziekten die het endocriene systeem aantasten (diabetes, reumatoïde artritis, enz.)"
20031,bullae,C1579830,73,79,"De sleutel tot de diagnose en behandeling waren de vroege herkenning van bullae bij een immuungecompromitteerde persoon met levercirrose en inname van oesters in de afgelopen 48 uur, en het verzoek van de arts om STAT Gram-kleuring en bloedkweken voor V. vulnificus."
20033,Gram-kleuring,C0200966,218,231,"De sleutel tot de diagnose en behandeling waren de vroege herkenning van bullae bij een immuungecompromitteerde persoon met levercirrose en inname van oesters in de afgelopen 48 uur, en het verzoek van de arts om STAT Gram-kleuring en bloedkweken voor V. vulnificus."
20035,shocktoestand,C0036974,43,56,De slechtste prognose is bij mensen die in shocktoestand in het ziekenhuis aankomen.
20040,beenmergsuppressie,C0178416,156,174,"Mensen die bijzonder kwetsbaar zijn, zijn mensen met een leverziekte (vooral cirrose en hepatitis ) of immuungecompromitteerd zijn (sommige soorten kanker, beenmergsuppressie, HIV, diabetes, enz.)."
20041,HIV,C0019682,176,179,"Mensen die bijzonder kwetsbaar zijn, zijn mensen met een leverziekte (vooral cirrose en hepatitis ) of immuungecompromitteerd zijn (sommige soorten kanker, beenmergsuppressie, HIV, diabetes, enz.)."
20050,getransformeerd,C0040684,108,123,"Op deze manier kan een onderzoeker gericht de kolonies selecteren, bijvoorbeeld degenen die met succes zijn getransformeerd."
20066,geurhallucinaties,C0235153,31,48,Men spreekt daarom ook wel van geurhallucinaties.
20068,pijn aan de spieren,C0575064,40,59,"Symptomen die zich kunnen voordoen zijn pijn aan de spieren, suf zijn, maag-darmklachten."
20072,specialistisch arts,C0037778,37,56,Hierna zette hij een praktijk op als specialistisch arts in interne geneeskunde.
20077,cognitieve achteruitgang,C0497327,103,127,Het heeft statistisch significante maar kleine vooruitgang laten zien in een studie die een afname van cognitieve achteruitgang bij Alzheimerpatiënten suggereert in vergelijking met een controlegroep die in plaats daarvan een placebo kreeg.
20084,tetrodotoxine,C0039705,26,39,"Een bekend neurotoxine is tetrodotoxine, dat door symbiotische bacteriën in vissen wordt aangemaakt."
20087,placebo-behandeling,C0032042,64,83,Bij een klinische studie met 22 patiënten (waarvan de helft een placebo-behandeling onderging) trad na een week een verbetering van de symptomen op zonder grote bijwerkingen.
20091,exhibitionisme,C0015269,70,84,Het opzettelijk blootleggen van iemands intieme delen is een vorm van exhibitionisme.
20093,bursa omental,C0230168,38,51,"Hij bevindt zich achter de maag en de bursa omental, en voor de crura van het middenrif, ter hoogte van de eerste lendenwervel."
20096,ingewandszenuwen,C0037991,65,81,De plexus wordt gedeeltelijk gevormd door de grotere en kleinere ingewandszenuwen van beide zijden en vezels van de voorste en achterste vagale stammen.
20097,Spore,C0038027,0,5,"Sporen zijn licht violetbruin, duidelijk wrattig, 8 tot 10&nbsp;µm in diameter."
20104,empirisch,C0376367,44,53,"Dit model bevat verschillende kenmerken van empirisch ondersteunde behandelmethoden, zoals blootstelling aan trauma, cognitieve verwerking en herkadering, stressmanagement en oudereducatie."
20116,oraal,C0001563,10,15,Het wordt oraal of via injectie in een spier gebruikt.
20117,injectie in een spier,C0021492,23,44,Het wordt oraal of via injectie in een spier gebruikt.
20120,QT-tijdverlenging,C0023976,105,122,"Vaak voorkomende bijwerkingen zijn slaperigheid, hoofdpijn en een droge mond.Als ernstige bijwerking kan QT-tijdverlenging voorkomen."
20122,monteggiafractuur,C0026508,3,20,De monteggiafractuur is naar hem vernoemd.
20123,kraakbeenkom,C0007301,18,30,Dit labrum is een kraakbeenkom die samen met andere structuren het schoudergewricht stabiliseert.
20124,schoudergewricht,C0037004,67,83,Dit labrum is een kraakbeenkom die samen met andere structuren het schoudergewricht stabiliseert.
20125,ontwrichting,C0559395,81,93,Veelvoorkomende klachten na een bankartlaesie zijn een grotere gevoeligheid voor ontwrichting en een gevoel van instabiliteit in de schouder.
20126,subluxatie,C0559395,73,83,"Dit gebeurt bijvoorbeeld tijdens het ontwrichten van de schouder, of een subluxatie."
20129,schimmelinfecties,C0085082,89,106,In sommige gevallen wordt de witte verkleuring veroorzaakt door onderliggende ziekten of schimmelinfecties.
20134,zichzelf wil doden,C0038661,99,117,Het is in Nederland strafbaar om het middel te leveren indien kan worden aangenomen dat de afnemer zichzelf wil doden.
20138,cellulaire respons,C0020966,61,79,"Regulatoire T-cellen onderdrukken de sterkte en duur van een cellulaire respons, en kunnen een overmatige afweerreactie die schadelijk is voor het lichaam tegengaan."
20145,stadsvernieuwing,C0041936,117,133,"Ook in de 21e eeuw valt het gebouw voor wat betreft grootte op; de omliggende wijk kent laagbouw, die in verband met stadsvernieuwing wel enige verdiepingen hoger werd, maar zo hoog als het Flevohuis mocht niet gebouwd worden."
20164,geestesziekte,C0004936,56,69,"Degenen met een persoonlijke of familiegeschiedenis van geestesziekte wordt over het algemeen geadviseerd om deze stof niet te gebruiken, vooral niet als ze zich buiten een medische omgeving onder toezicht bevinden."
20168,veterinaire,C0042615,63,74,Het doel van de organisatie was om het aantal werknemers in de veterinaire beroepen toe te laten nemen en de productie van melk en vee in de regio te laten stijgen.
20174,getranscribeerd,C0040649,99,114,"Nadat deze verschillende segmenten willekeurig zijn gekozen en bij elkaar zijn gebracht, worden ze getranscribeerd tot één mRNA-molecuul."
20176,woede,C0002957,95,100,Maar vooral: de vele jaren in de gevangenis hadden van hem een verbitterd man gemaakt die zijn woede wou koelen op iedereen die hem ooit stokken in de wielen had gestoken.
20187,Koreaanse oorlog,C1449776,25,41,"Later, in de tijd van de Koreaanse oorlog, introduceerde Amerikaanse artsen plastische chirurgietechnieken in Korea."
20189,Psychische stoornissen,C0004936,0,22,"Psychische stoornissen kunnen optreden tijdens het gebruik van methylprednisolon, gaande van euforie, slapeloosheid, persoonlijkheidsveranderingen tot depressie."
20192,de ziekte van Alzheimer,C0002395,88,111,"Voelobjecten worden ook toegepast voor andere doelgroepen, bijvoorbeeld voor mensen met de ziekte van Alzheimer."
20194,ruthenium,C0035973,53,62,Deze soort slaat radioactieve isotopen van cesium en ruthenium op uit de omgeving in zijn weefsels.
20199,fenothiazinen,C0031434,41,54,"De chemische structuur lijkt sterk op de fenothiazinen, tricyclische antidepressiva en clonidine."
20201,clonidine,C0009014,87,96,"De chemische structuur lijkt sterk op de fenothiazinen, tricyclische antidepressiva en clonidine."
20202,Naloxon,C0027358,0,7,"Naloxon kan het effect van een overdosis opioïden ongedaan maken, maar heeft geen effect op xylazine."
20205,nematode,C0027581,40,48,"Wanneer ze worden gestimuleerd door een nematode die door de lusstructuur gaat, zwellen de cellen op, waardoor de strop strakker wordt en de nematode vast komt te zitten."
20207,twaalfde hersenzenuw (nervus hypoglossus),C0020614,108,149,"Deze structuren worden van elkaar gescheiden door de sulcus anterolateralis medullae oblongatae, waaruit de twaalfde hersenzenuw (nervus hypoglossus) ontspringt."
20208,stimuleren,C0024906,22,32,Met een seksueel doel stimuleren of experimenteren wordt als belangrijkste reden genoemd voor het inbrengen van voorwerpen in de urinebuis.
20210,iatrogeen,C0020732,4,13,Als iatrogeen in de blaas terechtgekomen voorwerpen noemen Bansal et al.
20211,steenvorming,C0005683,57,69,"Door dit patient delay ontstaat makkelijk, en vaak snel, steenvorming rond het voorwerp, zelfs als dit niet in de blaas belandt."
20222,genderincongruentie,C0686346,96,115,"Een systematische review en meta-analyse in mei 2022 suggereerde dat een link tussen autisme en genderincongruentie kan leiden tot betere bewustwording onder medici, zodat mensen met genderincongruentie voor autisme gescreend worden, en autistische mensen voor gendergerelateerde problematiek."
20223,aften,C2937365,36,41,Dit kan leiden tot het ontstaan van aften of zweren in de mond.
20227,recombinant humaan interleukine-11,C0021764,16,50,Het gebruik van recombinant humaan interleukine-11 mondspoeling bij kankerpatiënten met een ernstige vorm van mondslijmvliesontsteking zou ook kunnen helpen om het genezingsproces te versnellen.
20228,Asperger-syndroom,C0236792,32,49,Later werd bij haar dochter het Asperger-syndroom vastgesteld.
20235,cellulaire afweer,C0020966,86,103,Verhoogde expressie van TGF-β uit tumoren lijkt de tumorcellen in staat te stellen de cellulaire afweerreactie te ontwijken.
20238,fosforyleert,C0031715,103,115,"Zoals eerder vermeld, de binding van het TGF-β-ligand aan de TGF-β-receptor, het type 2-receptorkinase fosforyleert en avctiveert het type 1-receptorkinase dat een signaalcascade activeert."
20239,Ciclosporine,C0010592,0,12,Ciclosporine is een belangrijk medicijn in de transplantatiegeneeskunde.
20247,Endotheel,C0014257,0,9,Endotheelcellen vormen de binnenbekleding van de bloedvaten en spelen een cruciale rol bij de regulatie van de bloedstroom.
20250,thorax,C3665494,85,91,Dit systeem zorgt eveneens voor een vermindering van het nemen van postoperatieve RX thorax controles.
20254,slapenloosheid,C0917801,12,26,Ook kan dit slapenloosheid verlagen.
20257,mifepriston,C0026088,85,96,In de petitie riepen ze op tot aanpassing van de wet om de verkoop van de abortuspil mifepriston goed te keuren.
20261,zinkvinger,C0080347,56,66,Opmerkelijk voor een kernreceptor is dat het eiwit geen zinkvinger heeft.
20267,Shwachman-Diamond-syndroom,C0272170,70,96,"EPI komt voor bij veel ziekten en stoornissen, zoals taaislijmziekte, Shwachman-Diamond-syndroom, verschillende soorten pancreatitis, meerdere soorten diabetes mellitus (type 1- en type 2-diabetes), ernstige nierziekte, oudere volwassenen, coeliakie, IBS-D, IBD, HIV, alcoholgerelateerde leverziekte, syndroom van Sjögren, tabaksgebruik en gebruik van somatostatine-analogen."
20269,maagbrij,C0227258,65,73,De alkalisatie van de twaalfvingerige darm neutraliseert de zure maagbrij die er vanuit de maag in loopt; de spijsverteringsenzymen dienen om de afbraak van complexe voedingsmiddelen in kleinere moleculen te katalyseren voor absorptie en integratie in metabole routes.
20271,pseudorabiës,C0033839,82,94,(Varkensvleespancreas mag niet worden gebruikt vanwege de zeldzame overdracht van pseudorabiës).
20284,leptospirose,C0554636,50,62,In 1933 is die gesloten vanwege het uitbreken van leptospirose (de ziekte van Weil).
20285,cardio,C0007226,33,39,Andere termen zijn respiratie of cardio-thoracale fysiotherapie.
20290,bevriezing,C0016736,51,61,In december 1941 raakte hij gewond en leed hij aan bevriezing.
20323,chromatoforen,C0008572,51,64,De opsine SWS1 bevindt zich in fotocellen onder de chromatoforen.
20325,prazepam,C0878010,186,194,"Bij dagelijks gebruik kan dit nog oplopen, door een stapelwerking van ketazolam, vooral bij gebruik van meerdere doseringen per dag, net als bij bijvoorbeeld clorazepinezuur (Tranxène), prazepam en diazepam."
20327,speed,C0002658,109,114,"Recreatief gebruik (vooral door jongeren) leidt vaak ook tot verslaving, vaak in combinatie met bijvoorbeeld speed."
20330,snotneus,C1260880,78,86,"Bezoek mag doorgaans geen verschijnselen hebben van infecties, zoals diarree, snotneus, verkoudheid of een koortslip."
20352,Afstotingsreacties,C0018129,0,18,Afstotingsreacties komen bij deze vorm niet voor.
20354,stoflong,C0032273,11,19,Hij stelde stoflong vast bij arbeiders die werkten in de zwavelmijnen op Sicilië.
20356,Heemverbinding,C0018966,113,127,"Dit gemodificeerde gist wordt gevoed met suiker en mineralen, waardoor deze groeit en zich vermenigvuldigt en de Heemverbinding produceert voor een fractie van de energie, het grondgebruik en de tijd in vergelijking tot vlees en zelfs soja."
20362,onregelmatige hartslag,C0340464,19,41,Soms is er ook een onregelmatige hartslag.
20364,atriumfibrillatie,C0235480,99,116,Er is enig wetenschappelijk bewijs dat een sporthart een hogere kans geeft op de hartritmestoornis atriumfibrillatie.
20368,sportarts,C0038040,87,96,"Toch wordt het aangeraden om bij een vermoeden van een sporthart langs te gaan bij een sportarts, om zeker te zijn dat er geen hartaandoening aanwezig is die dezelfde tekens als een sporthart geeft."
20369,Psychopathologie,C0033927,0,16,Psychopathologie van het hedendaags leven.
20372,Narcisme,C0027401,0,8,Narcisme en psychotherapie.
20384,prostitutee,C0033595,42,53,Een deel van de kampvolgsters trad op als prostitutee.
20386,internist,C0021782,110,119,"Met haar man Ken Lobb, die ze tijdens haar studiejaren leerde kennen, kreeg ze twee dochters, van wie één een internist werd."
20390,neocorticale,C0175173,49,61,Meer recentelijk is aangetoond dat in menselijke neocorticale weefsels van patiënten met hardnekkige epilepsie de GABA-ergische output-autapsen van neuronen met een snelle wisseling van de membraanpotentiaal een sterkere asynchrone afgifte hebben vergeleken met zowel niet-epileptisch weefsel als andere soorten synapsen waarbij neuronen met een snelle wisseling van de membraanpotentiaal betrokken zijn.
20393,Anti-epileptica,C0003299,0,15,"Anti-epileptica zouden zich mogelijk kunnen richten op deze asynchrone afgifte van GABA, dat zich ongebreideld lijkt voor te doen bij autapsen van deze neuronen."
20395,yersinia pestis,C0043408,36,51,"In 1894 ontdekte Kitasato de bacil, yersinia pestis verantwoordelijk voor de pest."
20396,memantine,C0025242,28,37,"Sinds 1989 wordt erkend dat memantine een niet-competitieve antagonist van de NMDA-receptor is, die het kanaal van de receptor binnendringt nadat deze is geactiveerd en daardoor de ionenstroom blokkeert."
20397,Memantine,C0025242,0,9,Memantine heeft deze eigenschap.
20399,hypoglykemisch,C0271710,20,34,"Het doel was om een hypoglykemisch medicijn te ontwikkelen, maar het had niet de gewenste werkzaamheid."
20400,neurodegeneratieve,C0524851,89,107,Pas in 1972 werd een mogelijk therapeutisch belang van memantine voor de behandeling van neurodegeneratieve aandoeningen ontdekt.
20406,emotioneel verwaarloosd,C0008060,158,181,"Hoewel sommige baby's toch niet overleefden, wist Baker de babysterfte op deze manier met de helft te verminderen, waarschijnlijk omdat de baby's niet langer emotioneel verwaarloosd werden."
20411,seksdelinquenten,C0034668,44,60,"Money schreef als eerste medicatie voor aan seksdelinquenten, waarmee hun aandrang tot seks verminderd werd."
20414,ruw,C0014239,51,54,"Binnen individuele satellietgliacellen is er zowel ruw als glad endoplasmatisch reticulum, maar het laatste is veel minder overvloedig."
20415,glad endoplasmatisch reticulum,C0014239,59,89,"Binnen individuele satellietgliacellen is er zowel ruw als glad endoplasmatisch reticulum, maar het laatste is veel minder overvloedig."
20425,dermatologische,C0011627,25,40,Veel FNA-preparaten zijn dermatologische middelen.
20426,genderidentiteitsstoornis,C0017250,77,102,Hij staat bekend om zijn werk op het gebied van de klinische behandeling van genderidentiteitsstoornis.
20430,celproliferatie,C0596290,13,28,"Ze reguleren celproliferatie, migratie en differentiatie."
20438,andrenogenitaal syndroom,C0001627,105,129,De schaal heeft voornamelijk betrekking op virilisatie van de vrouwelijke genitaliën in gevallen van het andrenogenitaal syndroom kent vijf verschillende stadia.
20439,niet-ingedaalde testikels,C0010417,69,94,Van deze baby's wordt meestal verondersteld dat zij jongens zijn met niet-ingedaalde testikels.
20443,Fagus,C1510512,18,23,Hij is bekend van Fagus.
20446,skeletdysplasie,C0013336,120,135,De WDG worden om de vier jaar gehouden sinds 1993 en zijn 's werelds grootste sportevenement exclusief voor atleten met skeletdysplasie.
20449,Huisartsgeneeskunde,C0015607,29,48,Sinds 1994 is hij hoogleraar Huisartsgeneeskunde aan de Universiteit Antwerpen.
20451,collageen-gerelateerde aandoeningen,C0009326,38,73,"De aandoening valt onder de groep van collageen-gerelateerde aandoeningen, specifiek type II en XI collageenpathieën."
20463,verwaarlozing,C0008060,43,56,"In sommige gevallen leidde dat tot extreme verwaarlozing, waaraan de kinderen soms stierven."
20467,steatorroe,C0038238,321,331,"Acanthocytose kan in het algemeen verwijzen naar de aanwezigheid van dit type gekartelde rode bloedcellen, zoals kan worden aangetroffen bij ernstige cirrose of pancreatitis, maar kan specifiek verwijzen naar abetalipoproteïnemie, een klinische aandoening met acanthocytische rode bloedcellen, neurologische problemen en steatorroe."
20471,myelodysplasie,C3463824,95,109,"Acanthocytachtige cellen kunnen worden aangetroffen bij hypothyreoïdie, na splenectomie en bij myelodysplasie."
20476,cervicale,C0007874,60,69,"Aan de mediale zijde van de gang van Wolff, vanaf het zesde cervicale tot het derde lumbale segment, ontwikkelt zich een reeks tubuli, de tubuli van Wolff."
20492,primaire wand,C0007623,105,118,De vorming van de instulpingswand begint met de afzetting van een uniforme laag tegen de oorspronkelijke primaire wand (Figuur 1D).
20498,euchromatine,C0008546,76,88,"De kernen zijn meestal rond, helder van uiterlijk vanwege het overheersende euchromatine en zijn excentrisch in de cel geplaatst."
20501,acromegalie,C0001206,77,88,Een overmatige productie van het groeihormoon na de puberteit kan leiden tot acromegalie.
20514,hoogfunctionerende,C3840214,10,28,"Bij 20,7% hoogfunctionerende vrouwen en 57,6% hoogfunctionerende mannen toonde de ADOS wel ASS aan."
20521,Groepstherapie,C0033971,0,14,Groepstherapie of training om flexibeler en socialer te worden is vaak niet de oplossing.
20525,neoplastische,C0375111,20,33,"Als deze cellen een neoplastische transformatie ondergaan, zullen ze aanleiding geven tot een prolactinoom."
20541,cilia (trilhaartjes),C0016192,3,23,De cilia (trilhaartjes) worden gebruikt voor de voortbeweging en het opnemen van voedsel in de mondopening.
20547,plasmocytoom,C0032131,63,75,Osteocalcine wordt bepaald om de botafbraak bij osteoporose of plasmocytoom te beoordelen.
20548,calcitriol,C0006674,40,50,De effectiviteit van de behandeling met calcitriol kan ook worden gecontroleerd aan de hand van het osteocalcineniveau.
20551,temperatuurhomeostase,C0019868,123,144,"Sinds deze observaties heeft verder onderzoek resistine gekoppeld aan andere fysiologische systemen, zoals ontstekingen en temperatuurhomeostase."
20557,IL-3,C0021764,65,69,Dit effect kan ook worden versterkt door een voorbehandeling met IL-3 of zelfs door andere cytokines.
20565,kernlokaliseringssignalen,C0525021,64,89,Dankzij hun ankyrine-repeatdomeinen maskeren de IκB-eiwitten de kernlokaliseringssignalen (NLS) van NF-κB-eiwitten en houden ze ze in een inactieve toestand in het cytoplasma opgesloten.
20575,pathologieën,C0030664,124,136,Genetische of farmacologische remming van NF-κB-activering kan het begin van talrijke verouderingsgerelateerde symptomen en pathologieën vertragen.
20578,geslachtsklieren,C0018067,50,66,In de zesde week migreren ze naar het stelsel van geslachtsklieren.
20579,Kiemcellen,C2718310,0,10,Kiemcellen komen voort uit een oerkiemcel.
20581,transcriptieproces,C0040649,32,50,Er wordt ook aangenomen dat het transcriptieproces van oerkiemcellen actief wordt onderdrukt zodra ze zijn gevormd.
20590,primitieve streep,C0033153,157,174,"De hypoblast helpt bij het bepalen van de lichaamsassen van het embryo, en de migratie ervan bepaalt de celbewegingen die gepaard gaan met de vorming van de primitieve streep, en helpt het embryo te oriënteren en tweezijdige symmetrie te creëren."
20591,blastoderm,C0005709,43,53,De arae opaca is het perifere deel van het blastoderm (primitieve plooien) waar de cellen aan de dooier blijven zitten.
20592,luidheid,C0024021,179,187,"Het risico op negatieve gezondheidseffecten door blootstelling aan luid geluid (of het nu gaat om lawaai of muziek) wordt voornamelijk bepaald door de intensiteit van het geluid (luidheid), de duur en de frequentie van die blootstelling."
20593,door lawaai veroorzaakt gehoorverlies,C0018781,294,331,"Voorlopige resultaten die werden vrijgegeven in maart 2021, een jaar na het begin van het onderzoek, gaven aan dat 25% van de deelnemers een paar keer per week of vaker last had van oorsuizen, 20% van de deelnemers gehoorverlies had en 10% van de deelnemers kenmerken had die typisch zijn voor door lawaai veroorzaakt gehoorverlies."
20594,Volwassenen,C0001675,0,11,"Volwassenen moeten hun gehoor elke tien jaar laten testen tot ze de leeftijd van 50 jaar bereiken, en daarna elke drie jaar."
20602,ruithersenen,C0035507,49,61,"(placoda otica), ter hoogte van de dorsolaterale ruithersenen aan het einde van de derde embryonale week gevormd."
20607,capside,C0006933,158,165,"Deze korte moleculen coderen uitsluitend voor de replicase en kunnen dus geen nieuwe virusdeeltjes meer maken, waarvoor immers tenminste ook eiwitten voor de capside nodig zijn."
20637,Syndroom van Rotor,C0220991,29,47,Hij was de ontdekker van het Syndroom van Rotor.
20644,Drosophila melanogaster,C0013139,12,35,Het gen van Drosophila melanogaster dat codeert voor de ontwikkeling van de vleugels wordt Wingless genoemd omdat mutatie leidt tot het verlies van de vleugels.
20670,provirus,C0033755,18,26,Dit geïntegreerde provirus kan worden uitgeschakeld met behulp van de CRISPR/Cas-techniek.
20672,dengue,C0011311,33,39,"In 1972 werd hij langdurig ziek (dengue), waarbij hijzelf in Rustoord kwam te liggen als ook in een ziekenhuis in Nederland."
20675,transpiratiestroom,C0242736,89,107,"Als de huidmondjes open staan, gaat er water verloren door verdamping en moet dit via de transpiratiestroom worden aangevuld met water dat door de wortels wordt opgenomen."
20680,desmosomale,C0011703,30,41,"Slug activeert de stappen van desmosomale loslaten, celverspreiding en gedeeltelijke scheiding aan de cel-celgrenzen, die de eerste en noodzakelijke fase van het EMT-proces vormen."
20681,neuralebuisepitheel,C0231024,113,132,"Ook wordt het craniofaciale mesenchym dat het bindweefsel vormt dat het hoofd en het gezicht vormt, door EMT uit neuralebuisepitheel gevormd."
20682,sclerotoom,C0376449,47,57,"De belangrijkste bron van deze cellen zijn het sclerotoom en somietmesenchym, evenals de primitieve streep."
20687,cellijnen,C0007585,269,278,"Er zijn twee wiskundige modellen voorgesteld, die proberen de opkomst van dit hybride E/M-fenotype te verklaren, en het is zeer waarschijnlijk dat verschillende cellijnen verschillende hybride toestanden aannemen, zoals blijkt uit experimenten in MCF10A, HMLE en H1975-cellijnen."
20692,transfectie,C0040669,3,14,"Na transfectie door geactiveerde Ras neemt een subpopulatie van cellen, die de vermeende stamcelmerkers CD44high/CD24low vertonen toe met de gelijktijdige inductie van EMT."
20705,antipsychotische,C0040615,63,79,"Behandelingen voor kinderschizofrenie omvatten het gebruik van antipsychotische therapie (AT), waarvan de effectiviteit is bevestigd door verschillende onderzoeken."
20709,polythelie,C4707878,10,20,Dit wordt polythelie genoemd.
20722,Epstein-barrvirus,C0014644,57,74,Het syndroom begint vaak na een infectieziekte zoals het Epstein-barrvirus of Q-koorts.
20735,mannelijk hypogonadisme,C0948896,43,66,"Het wordt gebruikt voor de behandeling van mannelijk hypogonadisme, genderdysforie en bepaalde vormen van borstkanker."
20738,lage testosterongehaltes als gevolg van veroudering,C0232984,54,105,Het is onduidelijk of het gebruik van testosteron bij lage testosterongehaltes als gevolg van veroudering gunstig of schadelijk is.
20740,pleister die op de huid wordt aangebracht,C0991556,61,102,"Testosteron kan worden toegediend door middel van een gel of pleister die op de huid wordt aangebracht, een injectie in een spier, een tablet die in de wang wordt geplaatst of een tablet die via de mond wordt ingenomen."
20741,een injectie in een spier,C0021492,104,129,"Testosteron kan worden toegediend door middel van een gel of pleister die op de huid wordt aangebracht, een injectie in een spier, een tablet die in de wang wordt geplaatst of een tablet die via de mond wordt ingenomen."
20744,zwelling,C0013604,57,65,"Vaak voorkomende bijwerkingen van testosteron zijn acne, zwelling en borstvergroting bij mannen."
20745,borstvergroting bij mannen,C0018418,69,95,"Vaak voorkomende bijwerkingen van testosteron zijn acne, zwelling en borstvergroting bij mannen."
20754,duimmuis,C0230374,87,95,"Hij verzorgt eveneens de gevoeligheid van de huid aan de laterale zijde van de arm, de duimmuis en de achterkant van de hand aan duimzijde."
20757,decidua,C0011106,110,117,De som van deze veranderingen heeft tot gevolg dat het baarmoederslijmvlies verandert in een structuur die de decidua wordt genoemd.
20762,ovariële cyclus,C0029047,27,42,In de vroege stadia van de ovariële cyclus vormt de zich ontwikkelende follikel een laag bindweefsel en bijbehorende bloedvaten.
20766,voedselvergiftiging,C0016479,60,79,Ook wordt in water opgeloste klei soms voorgeschreven tegen voedselvergiftiging en diarree.
20768,ovariële follikel,C0018120,58,75,Een sterk toenemende productie van oestradiol kenmerkt de ovariële follikel.
20774,mesonefrische,C0025492,130,143,In de jaren zeventig van de twintigste eeuw kwam er bewijs naar voren dat de eerste cellen die contact maakten met de oögonia van mesonefrische oorsprong waren.
20784,BMP,C0053932,104,107,"Na het induceren van de vorming van vrouwelijke geslachtsstrengen is coördinatie tussen meerdere genen (BMP, Pax2, Lim1 en Wnt4 bij muizen) vereist voor de ontwikkeling van de gangen van Müller."
20786,oernier,C0025492,99,106,"De gonadale richels liggen op de achterwand van het lichaam tussen het achterste mesenterium en de oernierrichels, die zich ook aan beide zijden bevinden."
20798,sleutelbeenderen,C0008913,27,43,"Veel patiënten hebben geen sleutelbeenderen of hebben onderontwikkelde sleutelbeenderen, wat een verhoogde mobiliteit van de schouders kan veroorzaken."
20802,gladde spier,C1267092,127,139,Deze ruimte biedt bescherming aan het embryo tegen variërende druk in de baarmoeder die wordt uitgeoefend door contracties van gladde spieren van het myometrium.
20804,stotteren,C0454542,5,14,Zijn stotteren maakte dit uitdagend voor zowel hem als zijn toehoorders.
20815,gangen van Müller,C0026732,127,144,"Aan het begin van de zwangerschap worden onder meer de baarmoeder, de baarmoederhals en het begin van de vagina gevormd uit de gangen van Müller."
20816,gynaecoloog,C0018417,23,34,Het raadplegen van een gynaecoloog wordt aanbevolen.
20819,AIN,C0347129,49,52,Met HRA kan een voorloperstadium van anuskanker (AIN) worden opgespoord.
20821,arteria ulnaris,C0162858,96,111,Indien in de onderarm aanwezig bevindt de arteria mediana zich tussen de arteria radialis en de arteria ulnaris.
20824,musculus abductor digiti minimi,C1267094,30,61,De spier ligt lateraal van de musculus abductor digiti minimi wanneer de hand zich in anatomische positie bevindt.
